id,Hardness
10407,3.456975381473398
10408,4.820494567647906
10409,5.269812366073025
10410,5.272501211125814
10411,5.088894633763059
10412,4.666837936720447
10413,4.37023960469263
10414,5.573031574095131
10415,4.294036836842272
10416,4.55231786874812
10417,4.250448997637822
10418,4.5020295237327
10419,5.384461940706458
10420,4.510358138506629
10421,5.247535265894349
10422,4.87450631047359
10423,5.2202336140595715
10424,5.016699883206202
10425,5.098085295534306
10426,4.966091179441355
10427,3.3994916935309436
10428,4.99447931676573
10429,4.84212012576975
10430,3.9266825325005965
10431,3.8349479666202875
10432,4.987852271294415
10433,5.750520656296411
10434,4.721759928346935
10435,5.42486688626866
10436,5.218156070483747
10437,5.326644059427068
10438,5.3568174672474695
10439,5.331778981311574
10440,4.364306454862399
10441,4.018638135769843
10442,3.8572872237564413
10443,2.141518430238979
10444,4.66497103229835
10445,4.937450136786083
10446,4.269738976074452
10447,5.3420598373714885
10448,5.258182443214439
10449,5.113282361292846
10450,5.253254158420054
10451,4.9069654538540455
10452,4.316170804353409
10453,5.376434644630507
10454,5.35767663815637
10455,3.4245760668377443
10456,3.6204823789277474
10457,2.5744184248288158
10458,5.419299445294735
10459,4.89930244642626
10460,4.344086341106834
10461,5.150670044105961
10462,5.148221109084967
10463,5.381128034763024
10464,5.339607278123365
10465,4.061405586189088
10466,5.187922264351138
10467,5.391319510281416
10468,2.3438530061750216
10469,5.254886764290248
10470,4.56372810646236
10471,5.332755898698373
10472,1.424189856082788
10473,5.209938356697542
10474,4.8802760512401555
10475,5.333464311640891
10476,4.689348925743141
10477,5.312480210215151
10478,4.654226293239914
10479,4.5031134919832425
10480,4.212944511732855
10481,3.9920989605014765
10482,5.234082952184552
10483,5.252348068934869
10484,1.2344317100475144
10485,4.283327663517361
10486,5.100001107015514
10487,2.820849094857137
10488,5.147258144951243
10489,4.270180103880719
10490,5.07148799599688
10491,5.050114654760231
10492,5.495375671834788
10493,2.680797242267275
10494,4.376516062359935
10495,4.190150817601849
10496,4.331312473743668
10497,5.141040305890121
10498,5.051572040303961
10499,5.309425042987125
10500,4.629202601966351
10501,2.581850417483343
10502,5.214805958899663
10503,4.695127138566999
10504,5.224565039260424
10505,4.850030705499398
10506,4.086733795234267
10507,5.398985239216842
10508,4.42054384159885
10509,3.6190972112304682
10510,4.449707273826255
10511,4.217425674533302
10512,5.1963386856283
10513,5.623757369341039
10514,4.149225618348939
10515,2.5809830419297515
10516,4.695117487047495
10517,5.47104840818142
10518,4.823929742323605
10519,5.2397623001063
10520,4.849283165302691
10521,5.09750520667845
10522,4.813424770994411
10523,4.605523024005071
10524,4.178404282114307
10525,4.696016746284133
10526,3.153509785533117
10527,4.951547005330701
10528,5.160890323216433
10529,4.8105495370052145
10530,2.3522757343146083
10531,5.303083167953158
10532,5.2176319323081435
10533,4.961815607529194
10534,5.38478940130549
10535,5.2932116700597955
10536,5.373001405665417
10537,4.836618987533688
10538,5.325928819452586
10539,5.161615264165375
10540,3.4626417875887543
10541,2.9504741306045754
10542,3.8752522427693656
10543,4.740867993637856
10544,5.360442967706261
10545,4.665098198834352
10546,4.991426807308179
10547,5.236082393882254
10548,4.77744687450404
10549,4.483705905902944
10550,4.6887653360144075
10551,4.870457486429208
10552,5.221379663441999
10553,5.371695253847383
10554,4.531178953431915
10555,4.825313023938806
10556,4.7518340351955
10557,5.377198375808897
10558,4.892368516095381
10559,4.029726192033508
10560,3.8453902280085583
10561,5.112915919934736
10562,5.238878950345498
10563,3.8969185279992797
10564,4.124939642776614
10565,5.449911816593123
10566,4.145834791956925
10567,4.551290305425564
10568,4.15537356747228
10569,5.343777159298128
10570,4.791598813020072
10571,5.033063924961632
10572,5.114502699173142
10573,4.730933300674129
10574,3.5584504415146805
10575,5.338789845395968
10576,4.000677152345763
10577,3.3942724522760317
10578,5.158752407707757
10579,5.282502885476432
10580,3.9980655467382307
10581,5.239543862728423
10582,4.198441857147568
10583,3.4985023572024616
10584,5.38473707425342
10585,2.269279750822891
10586,5.3276252048133905
10587,5.456082160824035
10588,4.308349896830885
10589,5.4787962983006615
10590,4.009810290503519
10591,5.233985147591613
10592,4.53503434206415
10593,4.810451771351968
10594,5.326124873098018
10595,5.2485997173830015
10596,4.435743360726966
10597,5.365403840464053
10598,4.987540695699481
10599,5.087490402379316
10600,3.6618111353775156
10601,4.580793635212567
10602,3.2879872119460196
10603,4.943114019219447
10604,5.07724939408185
10605,5.601855578250383
10606,3.214507085021114
10607,5.216069384699501
10608,4.948342708856282
10609,5.430742078290789
10610,5.219597989990234
10611,4.7414018544903165
10612,5.006599311725895
10613,5.136663792832614
10614,4.978867907036799
10615,5.294678057544636
10616,5.294589227950805
10617,5.309512883483041
10618,2.2885625024448704
10619,5.347727282458634
10620,5.015549094251204
10621,4.532363965477808
