id,Hardness
10407,2.806998339373484
10408,2.952657036628872
10409,5.780071865245995
10410,4.312244874255876
10411,5.1227749000693565
10412,5.036024478305844
10413,4.365640285012645
10414,5.268151343013391
10415,3.063379709567868
10416,4.901584544002088
10417,3.5211782319977187
10418,5.187095371201332
10419,5.876737914455579
10420,4.558885609509113
10421,5.094379236630612
10422,5.164914565997369
10423,4.499565494040778
10424,4.960192634339778
10425,5.534120652721292
10426,2.7410629615265263
10427,3.5300941008570126
10428,4.673858349426107
10429,5.30617096060808
10430,3.5380665795263315
10431,3.970981293504485
10432,5.552080629294183
10433,5.533780740936542
10434,4.892109152372507
10435,5.79084311982669
10436,5.557582540674358
10437,5.569456624158961
10438,6.028621969727858
10439,5.589063674959008
10440,3.7846443075249434
10441,2.8251392376595397
10442,4.020641698619376
10443,2.3303673036402173
10444,3.7666481223182107
10445,4.981834667357076
10446,3.8798812263510243
10447,5.307109025131472
10448,5.7131086107348485
10449,4.510414409625204
10450,5.728106680589531
10451,5.26941022507493
10452,3.0399174161081115
10453,5.769499165480018
10454,4.931686624957519
10455,2.435855528080021
10456,3.0433451076506195
10457,2.4187655377323014
10458,9.583864117083277
10459,5.407346268829699
10460,3.5569972431123924
10461,5.834563230030403
10462,5.497382087954519
10463,5.4409266292484135
10464,5.5329134718803274
10465,2.9007132269876807
10466,5.730109924280813
10467,5.358464851654268
10468,2.906271065236636
10469,4.410993919444819
10470,4.641926358391906
10471,5.5127191678642795
10472,2.1415336714283124
10473,5.830292280862989
10474,3.635568039252461
10475,5.531770176274778
10476,3.1394328494514654
10477,5.732268118469855
10478,4.602309566354465
10479,5.402977317443855
10480,3.988047469548736
10481,4.094984733625079
10482,5.876758377828702
10483,5.5206476057022655
10484,1.7071796467379192
10485,3.1674554497464045
10486,2.014191585700273
10487,2.393789125443742
10488,5.354792812608989
10489,4.6214575737661026
10490,3.8540896747608375
10491,5.563071393072481
10492,5.969711886042323
10493,2.2478510412583734
10494,3.2995176129833106
10495,3.5688327144844
10496,3.9568454370477815
10497,5.476834220805593
10498,5.882004845899897
10499,5.852985511792498
10500,4.07388852071097
10501,2.90597653532462
10502,7.053572088959911
10503,5.703392480321172
10504,5.631736503424324
10505,2.652713673359833
10506,3.795905887921956
10507,5.925223863386228
10508,3.0256617168762228
10509,2.533849664127489
10510,4.199429145213443
10511,2.141920071582383
10512,5.139530224747439
10513,4.67091852950158
10514,4.272313477973991
10515,2.4548928683114632
10516,3.644469249245142
10517,5.230695999885746
10518,4.7756470120270915
10519,5.912070291506065
10520,5.435204238547242
10521,4.4667336724304345
10522,5.144515306227204
10523,4.836394863946566
10524,3.2537041771655497
10525,3.932237724686532
10526,2.7376938227458925
10527,5.019122124409102
10528,5.676568546756254
10529,4.568080174123292
10530,3.6009041264401214
10531,5.528352101240925
10532,4.934068235277569
10533,5.011225235437074
10534,6.547278632697413
10535,5.321141383790762
10536,4.1564927144002946
10537,5.718198766191073
10538,5.767534324715128
10539,5.214913435497767
10540,3.207644304393999
10541,2.705107156844712
10542,4.215988240265655
10543,5.47054923061608
10544,4.482704573191388
10545,4.796611995331985
10546,5.491694450684933
10547,5.188620786002911
10548,5.34158621840409
10549,4.661931587405792
10550,5.2206139107764065
10551,4.549973603395466
10552,4.878632664506808
10553,5.2111221524194
10554,3.809119369889971
10555,2.99143703198896
10556,5.22821073293713
10557,5.758940000337253
10558,5.2541446956438955
10559,3.9286747386821954
10560,2.4774220229143316
10561,4.658971342313507
10562,5.529578318491124
10563,3.8137765378274446
10564,2.400555510263512
10565,3.195802069789082
10566,3.4680875318025493
10567,4.141807633490839
10568,3.6784148539427957
10569,4.990732070559729
10570,5.206477767285301
10571,5.848437977287423
10572,5.5358401866242515
10573,4.556376863061389
10574,2.5123588299400135
10575,4.043739212365524
10576,2.046789343355904
10577,2.0939425149857187
10578,4.753443112173054
10579,5.758757949533765
10580,2.953088398394724
10581,5.801472115054849
10582,3.985365491752221
10583,3.0766293629127817
10584,3.9972379329810286
10585,2.703788429918077
10586,2.875931959787769
10587,6.010587901842993
10588,3.586538476228431
10589,5.862696076893571
10590,3.642931843811266
10591,5.592936744028186
10592,2.5625210651462034
10593,5.089834874445456
10594,5.732734848742099
10595,5.466913020212683
10596,4.356376178487712
10597,6.13238539274676
10598,4.358661753663302
10599,5.49982239846979
10600,2.9098357007927214
10601,5.296604916459228
10602,3.645145502024074
10603,5.2887913297074975
10604,5.748573759871352
10605,1.682051930536451
10606,2.6712111511045635
10607,5.967283663043195
10608,5.372359454551828
10609,9.801040968487126
10610,5.820653073407885
10611,4.701427011302884
10612,5.379144476047605
10613,5.587666086961066
10614,5.676177413285775
10615,5.487361359062394
10616,7.364423479310834
