id,Hardness
10407,3.1050092299171563
10408,2.864322242466678
10409,5.791821145927578
10410,4.091606240146567
10411,5.1074059955395
10412,4.76964030121229
10413,3.826055369423127
10414,5.118609036205544
10415,3.2143134036957712
10416,4.5988167074626585
10417,3.114485120407089
10418,4.705830509671941
10419,6.064916623671275
10420,4.317136399506645
10421,5.4824458252929436
10422,5.090270755021049
10423,4.169975753290257
10424,4.756839472236844
10425,5.454180208738119
10426,2.1706443052989695
10427,4.123476465608759
10428,4.243250585884123
10429,5.737649227776879
10430,3.3724849547077804
10431,4.479536047384863
10432,5.3068059409043755
10433,5.802605351078374
10434,5.139169438012926
10435,5.767462610510261
10436,5.174038558226245
10437,5.555699653680815
10438,6.106081104569123
10439,5.7466609449384425
10440,3.660387195984208
10441,2.774668744230138
10442,3.8597042751225263
10443,2.57060204357609
10444,3.66278477352518
10445,4.993208534047887
10446,4.207050818332553
10447,5.509212752261249
10448,5.604827165946644
10449,4.513826414787977
10450,5.421838693720856
10451,4.814553399697081
10452,2.70670353421795
10453,6.040487530440554
10454,4.565562366608913
10455,2.9560698193154553
10456,3.1872246259822754
10457,2.766121792366853
10458,10.065760856682807
10459,5.582275167690128
10460,3.373243353668723
10461,5.8016813305462165
10462,5.370501161283786
10463,5.443191366993572
10464,5.869941389174393
10465,2.6877379645338753
10466,6.13271843466395
10467,5.364830414404397
10468,2.9315248486100867
10469,5.117318276605483
10470,4.7961345346934
10471,5.309043407724285
10472,1.9653349651253484
10473,6.140716757166271
10474,3.0773033755884356
10475,5.737931543950916
10476,4.205135322458908
10477,5.735658498819035
10478,4.798215515107234
10479,4.741314703875975
10480,3.971914189430347
10481,4.267588536508891
10482,5.60990479674012
10483,5.703633243366643
10484,1.7821191372242988
10485,3.285778819812326
10486,2.5463106756299942
10487,2.736403823391069
10488,5.535523102619725
10489,4.65922698745976
10490,3.6372448789399465
10491,5.2055572887429875
10492,5.957382569432073
10493,2.482259387072293
10494,3.1866293782542696
10495,3.5877749985845377
10496,3.7038463397705996
10497,5.02187591595843
10498,6.281731061553306
10499,5.828412380214609
10500,3.9817726916239264
10501,3.4840782688815595
10502,8.56960036068043
10503,6.008549333425465
10504,6.093479691884184
10505,2.081073184604675
10506,4.276062417678836
10507,5.905405428451816
10508,2.7162835853250877
10509,2.863399461656093
10510,4.110653487036179
10511,2.04565634675749
10512,5.285942621449349
10513,5.178481055487814
10514,3.960842847594382
10515,2.6489937262700916
10516,3.6616741267351576
10517,5.797511062965369
10518,4.478942282043806
10519,6.12117386048623
10520,5.2688631915350435
10521,4.443946729612109
10522,4.89379020174653
10523,4.887193608481407
10524,3.5116282948077693
10525,3.8322498116956747
10526,2.516048259614918
10527,5.425133978553818
10528,5.941173230888179
10529,4.215666004052431
10530,2.7975437976847353
10531,5.1606793392813195
10532,4.92029363938986
10533,5.192052285046012
10534,6.794898660963458
10535,5.530122668238648
10536,4.159220191748029
10537,5.339005291684458
10538,5.765130237925785
10539,4.866471708850227
10540,3.356206348099417
10541,2.832182332342751
10542,4.422295305047913
10543,5.797916480858133
10544,4.295217771387477
10545,4.63246383326189
10546,4.870731489037634
10547,5.124708329605018
10548,6.122896720625909
10549,4.796959368151836
10550,5.3688470360061595
10551,3.9700621144910193
10552,5.0630374182145585
10553,4.9323141851491386
10554,3.2924379540739666
10555,2.6761277074811534
10556,5.361887636470921
10557,5.917841593439663
10558,5.454006106894688
10559,4.573476544299703
10560,2.4301756379130466
10561,4.619426727700062
10562,5.545005330581452
10563,3.2779120857970216
10564,2.4666689952132494
10565,3.42101549097468
10566,3.4876806602791763
10567,4.2895256617639586
10568,3.8593970851124304
10569,5.414959714052254
10570,5.0948802945118885
10571,5.834907568141566
10572,5.898282534255563
10573,5.473561630711181
10574,2.895812715485829
10575,3.7198427301612575
10576,2.1362902248684024
10577,2.2319256630390787
10578,4.504038996437649
10579,5.767350006933816
10580,2.4806346055110526
10581,6.1554402841342775
10582,3.5522502775589335
10583,2.9302114519605107
10584,4.419056050984339
10585,2.65471445904513
10586,2.736431859997027
10587,5.1225795106568635
10588,3.6303993729344834
10589,5.869965336158758
10590,2.9503466736091806
10591,5.656827794754747
10592,2.933397363183742
10593,5.0947674256396365
10594,5.863294178953801
10595,5.35051283726013
10596,4.090862219092134
10597,6.327543165570057
10598,4.402927289105375
10599,4.997018206617892
10600,2.555340706537573
10601,5.548864268442079
10602,3.8440348618534514
10603,5.2258914873248195
10604,5.752069166118694
10605,1.6547381792952325
10606,3.129325620428273
10607,5.754400570242012
10608,5.53775362705681
10609,10.126508674424638
10610,5.8093165120187145
10611,3.760238335994876
10612,5.683517048911783
10613,6.04474508881272
10614,5.50716293014157
10615,5.357490183229361
10616,6.870311328901622
10617,5.448665513276397
10618,2.448890453747495
10619,5.643368050010761
10620,5.467444637207004
10621,4.3014550616816365
10622,4.192742307129854
10623,5.961427779159183
10624,5.165796817943954
10625,5.725002804903144
10626,3.3605311009710466
10627,5.137977404885452
10628,5.761391335094093
10629,5.332098767019573
10630,2.0780755395501482
10631,4.820726483456997
10632,3.330249927094832
10633,2.737817541518262
10634,2.9800722291682984
10635,4.296673121423664
10636,4.326566929020235
10637,4.901666708336787
10638,2.2129457119209537
10639,5.7043752547028
10640,5.738044586892901
10641,3.8775159901791287
10642,2.6113286670181832
10643,1.648921165791688
10644,3.714397023986664
10645,5.6950378794034675
10646,2.1163722885516774
10647,5.799885178295666
10648,5.245525068786433
10649,5.770197869963786
10650,3.2696454130867876
10651,5.5822000358191035
10652,5.519983366696974
10653,5.845462706878081
10654,3.953081423398428
10655,3.8551625117204793
10656,4.91638719940218
10657,4.294082976516555
10658,5.898185229540356
